veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,_OBSTAT_
3.37,0.366872006,0,0,0,UTE,1,M,E,3,01101    0    0    0
1.7,0.295687885,0,0,0,STNWG,3,F,D,4,01101    0    0    0
0.37,0.676249144,0,0,0,PANVN,4,M,A,4,01101    0    0    0
1.14,0.407939767,0,0,0,HBACK,2,F,B,2,01101    0    0    0
1.53,0.632443532,0,0,0,SEDAN,3,F,A,2,01101    0    0    0
1.98,0.780287474,0,0,0,HBACK,1,F,E,2,01101    0    0    0
2.9,0.060232717,0,0,0,SEDAN,1,F,A,4,01101    0    0    0
1.4,0.057494867,0,0,0,HBACK,2,F,B,2,01101    0    0    0
1.42,0.689938398,0,0,0,SEDAN,3,M,C,3,01101    0    0    0
1,0.366872006,0,0,0,HBACK,3,F,C,5,01101    0    0    0
0.37,0.295687885,0,0,0,SEDAN,4,F,B,1,01101    0    0    0
2.99,0.402464066,0,0,0,STNWG,2,M,C,2,01101    0    0    0
4.26,0.262833676,0,0,0,STNWG,3,M,D,3,01101    0    0    0
1.04,0.747433265,0,0,0,HBACK,2,F,C,3,01101    0    0    0
0.72,0.010951403,0,0,0,SEDAN,4,F,B,3,01101    0    0    0
1.37,0.364134155,0,0,0,HBACK,1,F,A,1,01101    0    0    0
1.38,0.59137577,0,0,0,STNWG,4,F,F,1,01101    0    0    0
3.2,0.153319644,0,0,0,SEDAN,1,M,B,2,01101    0    0    0
1.11,0.845995893,0,0,0,TRUCK,4,M,E,5,01101    0    0    0
1.86,0.164271047,0,0,0,HBACK,2,F,B,2,01101    0    0    0
1.39,0.837782341,0,0,0,HBACK,2,F,B,5,01101    0    0    0
3.63,0.295687885,0,0,0,UTE,1,F,F,2,01101    0    0    0
1.02,0.295687885,0,0,0,HBACK,3,F,B,2,01101    0    0    0
1.1,0.153319644,0,0,0,SEDAN,3,F,C,5,01101    0    0    0
4,0.6954141,1,1,950.869997,STNWG,2,M,E,1,01101    0    0    0
2.29,0.676249144,0,0,0,SEDAN,1,F,D,5,01101    0    0    0
1.28,0.295687885,0,0,0,STNWG,4,M,C,5,01101    0    0    0
1.28,0.676249144,0,0,0,HBACK,3,F,C,1,01101    0    0    0
1.399,0.999315537,1,2,582.6899997,HBACK,1,F,A,3,01101    0    0    0
0.88,0.407939767,0,0,0,MIBUS,4,F,C,1,01101    0    0    0
2.66,0.366872006,0,0,0,SEDAN,1,F,A,6,01101    0    0    0
2.3,0.676249144,0,0,0,SEDAN,2,M,C,6,01101    0    0    0
3.3,0.150581793,0,0,0,STNWG,2,F,B,3,01101    0    0    0
4.21,0.676249144,0,0,0,STNWG,1,F,C,3,01101    0    0    0
1.28,0.6954141,0,0,0,STNWG,4,M,E,3,01101    0    0    0
0.91,0.388774812,0,0,0,HBACK,3,M,A,3,01101    0    0    0
1.19,0.095824778,0,0,0,STNWG,4,M,C,3,01101    0    0    0
1.22,0.59137577,0,0,0,SEDAN,3,M,B,3,01101    0    0    0
4.86,0.098562628,0,0,0,STNWG,1,F,E,2,01101    0    0    0
3.1,0.295687885,0,0,0,STNWG,1,M,D,4,01101    0    0    0
0.54,0.364134155,0,0,0,HBACK,4,F,A,1,01101    0    0    0
1.63,0.295687885,0,0,0,SEDAN,2,F,C,4,01101    0    0    0
0.81,0.153319644,0,0,0,SEDAN,3,M,D,4,01101    0    0    0
1.34,0.407939767,0,0,0,HBACK,2,F,B,2,01101    0    0    0
1.11,0.153319644,0,0,0,HBACK,2,F,C,6,01101    0    0    0
3.11,0.161533196,0,0,0,STNWG,2,F,A,3,01101    0    0    0
1.65,0.295687885,0,0,0,TRUCK,4,M,F,2,01101    0    0    0
1.76,0.481861739,0,0,0,HBACK,2,F,C,1,01101    0    0    0
2.56,0.295687885,0,0,0,SEDAN,2,M,A,4,01101    0    0    0
4.349,0.34770705,0,0,0,UTE,1,F,D,3,01101    0    0    0
1.94,0.366872006,0,0,0,SEDAN,2,F,E,1,01101    0    0    0
0.52,0.536618754,0,0,0,SEDAN,4,F,B,2,01101    0    0    0
4.72,0.287474333,0,0,0,TRUCK,1,M,B,4,01101    0    0    0
0.7,0.462696783,0,0,0,SEDAN,4,F,D,4,01101    0    0    0
0.65,0.462696783,0,0,0,SEDAN,4,M,B,6,01101    0    0    0
1.14,0.462696783,0,0,0,SEDAN,3,F,E,4,01101    0    0    0
1.67,0.462696783,0,0,0,STNWG,4,M,D,6,01101    0    0    0
0.38,0.462696783,0,0,0,HBACK,4,F,A,5,01101    0    0    0
1.3,0.536618754,0,0,0,HBACK,2,M,D,5,01101    0    0    0
1.45,0.462696783,0,0,0,HBACK,2,F,A,6,01101    0    0    0
1.94,0.462696783,0,0,0,HBACK,1,F,B,4,01101    0    0    0
1.66,0.462696783,0,0,0,SEDAN,2,M,C,5,01101    0    0    0
4.03,0.462696783,0,0,0,STNWG,2,M,D,6,01101    0    0    0
0.65,0.462696783,0,0,0,HBACK,4,M,C,3,01101    0    0    0
1.74,0.292950034,0,0,0,HBACK,2,F,C,5,01101    0    0    0
1.41,0.999315537,0,0,0,SEDAN,2,F,B,6,01101    0    0    0
1.17,0.462696783,0,0,0,SEDAN,4,F,B,4,01101    0    0    0
2.87,0.462696783,0,0,0,STNWG,3,M,D,6,01101    0    0    0
1.69,0.366872006,0,0,0,SEDAN,1,M,C,2,01101    0    0    0
0.39,0.306639288,0,0,0,SEDAN,4,M,B,3,01101    0    0    0
0.68,0.536618754,0,0,0,HBACK,4,M,C,4,01101    0    0    0
0.65,0.481861739,1,2,400,SEDAN,4,M,C,4,01101    0    0    0
1.14,0.462696783,0,0,0,SEDAN,3,F,B,5,01101    0    0    0
1.72,0.536618754,0,0,0,SEDAN,2,M,A,6,01101    0    0    0
1.44,0.229979466,0,0,0,SEDAN,3,M,C,1,01101    0    0    0
0.75,0.295687885,0,0,0,HBACK,3,F,C,5,01101    0    0    0
0.85,0.462696783,0,0,0,UTE,3,M,D,5,01101    0    0    0
1.93,0.366872006,0,0,0,SEDAN,1,F,B,4,01101    0    0    0
1.37,0.462696783,0,0,0,HBACK,1,F,C,4,01101    0    0    0
4.349,0.596851472,1,1,200,UTE,1,M,B,3,01101    0    0    0
0.4,0.462696783,0,0,0,TRUCK,4,M,B,5,01101    0    0    0
0.77,0.295687885,0,0,0,HBACK,3,F,A,1,01101    0    0    0
1.4,0.462696783,0,0,0,TRUCK,2,F,B,4,01101    0    0    0
1.86,0.462696783,0,0,0,HBACK,1,F,C,6,01101    0    0    0
3.08,0.462696783,0,0,0,STNWG,1,M,C,5,01101    0    0    0
1.57,0.462696783,0,0,0,SEDAN,2,F,C,2,01101    0    0    0
1.428,0.676249144,0,0,0,HBACK,1,M,A,4,01101    0    0    0
0.77,0.462696783,0,0,0,HBACK,4,F,A,6,01101    0    0    0
2.95,0.295687885,0,0,0,STNWG,1,F,E,6,01101    0    0    0
1.24,0.536618754,0,0,0,SEDAN,3,M,E,4,01101    0    0    0
1.83,0.676249144,0,0,0,HBACK,1,F,B,3,01101    0    0    0
1.76,0.462696783,0,0,0,SEDAN,2,F,C,6,01101    0    0    0
1.48,0.295687885,0,0,0,HBACK,1,F,C,3,01101    0    0    0
2.75,0.536618754,0,0,0,STNWG,2,M,B,5,01101    0    0    0
0.91,0.462696783,0,0,0,HBACK,3,F,B,5,01101    0    0    0
0.66,0.462696783,0,0,0,SEDAN,4,F,E,6,01101    0    0    0
3.25,0.536618754,0,0,0,STNWG,2,M,C,5,01101    0    0    0
0.8,0.845995893,0,0,0,HBACK,3,M,D,3,01101    0    0    0
0.61,0.462696783,0,0,0,STNWG,4,F,D,4,01101    0    0    0
2.38,0.462696783,0,0,0,SEDAN,1,F,B,5,01101    0    0    0
3.04,0.536618754,0,0,0,UTE,2,M,B,3,01101    0    0    0
1.37,0.6954141,0,0,0,HBACK,1,F,A,3,01101    0    0    0
1.82,0.292950034,0,0,0,SEDAN,2,M,C,2,01101    0    0    0
1.6,0.462696783,0,0,0,HDTOP,3,M,C,2,01101    0    0    0
2.92,0.295687885,0,0,0,STNWG,3,F,C,1,01101    0    0    0
1.17,0.303901437,0,0,0,HBACK,2,F,C,3,01101    0    0    0
0.41,0.462696783,0,0,0,HBACK,4,F,A,4,01101    0    0    0
3.3,0.462696783,0,0,0,STNWG,2,M,E,5,01101    0    0    0
1.549,0.536618754,0,0,0,HBACK,1,F,A,2,01101    0    0    0
1.96,0.462696783,0,0,0,SEDAN,1,F,B,1,01101    0    0    0
0.95,0.462696783,0,0,0,SEDAN,4,F,B,3,01101    0    0    0
3.162,0.966461328,1,1,1317.439999,UTE,1,M,B,5,01101    0    0    0
0.37,0.407939767,0,0,0,HBACK,4,M,C,1,01101    0    0    0
0.78,0.462696783,0,0,0,SEDAN,3,F,B,3,01101    0    0    0
2.89,0.462696783,0,0,0,STNWG,2,M,B,3,01101    0    0    0
1.83,0.462696783,0,0,0,SEDAN,2,F,C,4,01101    0    0    0
2.14,0.462696783,0,0,0,SEDAN,2,F,D,4,01101    0    0    0
2.76,0.462696783,0,0,0,TRUCK,3,M,E,3,01101    0    0    0
3.57,0.008213552,0,0,0,UTE,1,F,E,2,01101    0    0    0
1.15,0.676249144,0,0,0,SEDAN,3,M,A,5,01101    0    0    0
1.33,0.977412731,0,0,0,STNWG,4,F,D,3,01101    0    0    0
1.08,0.462696783,0,0,0,SEDAN,3,F,B,4,01101    0    0    0
3.49,0.462696783,0,0,0,STNWG,3,F,A,4,01101    0    0    0
1.77,0.845995893,0,0,0,STNWG,4,M,A,3,01101    0    0    0
0.69,0.462696783,0,0,0,HBACK,3,M,B,2,01101    0    0    0
1.13,0.536618754,0,0,0,HBACK,2,F,A,4,01101    0    0    0
0.83,0.676249144,0,0,0,TRUCK,4,F,D,5,01101    0    0    0
2.19,0.45174538,0,0,0,MIBUS,4,F,E,2,01101    0    0    0
2.9,0.6954141,0,0,0,STNWG,2,F,C,2,01101    0    0    0
1.27,0.295687885,0,0,0,HBACK,1,F,B,2,01101    0    0    0
1.13,0.284736482,0,0,0,SEDAN,3,M,A,5,01101    0    0    0
1.12,0.221765914,0,0,0,STNWG,4,F,B,2,01101    0    0    0
1.19,0.607802875,0,0,0,STNWG,4,F,A,1,01101    0    0    0
3.98,0.273785079,0,0,0,STNWG,1,M,C,5,01101    0    0    0
1.88,0.295687885,0,0,0,HBACK,1,M,C,5,01101    0    0    0
1.27,0.158795346,0,0,0,SEDAN,3,M,B,2,01101    0    0    0
2.62,0.407939767,0,0,0,STNWG,3,M,E,4,01101    0    0    0
0.74,0.610540726,0,0,0,SEDAN,4,M,C,1,01101    0    0    0
1.39,0.837782341,0,0,0,HBACK,2,F,C,4,01101    0    0    0
2.01,0.654346338,0,0,0,SEDAN,1,F,B,3,01101    0    0    0
1.12,0.837782341,0,0,0,UTE,3,M,D,5,01101    0    0    0
2.52,0.59137577,0,0,0,STNWG,3,F,C,2,01101    0    0    0
5.236,0.676249144,0,0,0,STNWG,1,M,B,4,01101    0    0    0
1.1,0.153319644,0,0,0,HBACK,3,F,B,2,01101    0    0    0
2.31,0.290212183,0,0,0,HBACK,1,F,C,1,01101    0    0    0
4.26,0.366872006,0,0,0,STNWG,2,M,C,1,01101    0    0    0
0.51,0.366872006,0,0,0,UTE,4,M,C,3,01101    0    0    0
2.15,0.6954141,1,1,969.1281776,SEDAN,2,F,A,2,01101    0    0    0
1.82,0.676249144,0,0,0,STNWG,3,M,F,2,01101    0    0    0
1.29,0.407939767,0,0,0,SEDAN,3,F,B,4,01101    0    0    0
1.28,0.481861739,0,0,0,HBACK,2,F,C,2,01101    0    0    0
0.95,0.6954141,1,1,200,HBACK,3,F,C,4,01101    0    0    0
0.39,0.366872006,0,0,0,STNWG,4,F,F,2,01101    0    0    0
6.6,0.498288843,1,1,369.1499996,STNWG,1,M,C,4,01101    0    0    0
3.51,0.6954141,0,0,0,STNWG,1,M,B,5,01101    0    0    0
1.28,0.481861739,0,0,0,HBACK,2,M,A,4,01101    0    0    0
1.5,0.366872006,0,0,0,HBACK,1,F,C,3,01101    0    0    0
1.6835,0.054757016,0,0,0,HBACK,1,M,B,2,01101    0    0    0
1.5,0.030116359,0,0,0,HBACK,2,M,A,2,01101    0    0    0
3.49,0.407939767,0,0,0,UTE,1,F,F,2,01101    0    0    0
1.49,0.676249144,0,0,0,SEDAN,3,M,C,4,01101    0    0    0
1.02,0.632443532,0,0,0,HBACK,4,F,F,2,01101    0    0    0
1.58,0.481861739,0,0,0,UTE,3,M,E,2,01101    0    0    0
2.37,0.391512663,0,0,0,MIBUS,3,M,A,3,01101    0    0    0
0.83,0.407939767,0,0,0,HBACK,4,F,A,5,01101    0    0    0
0.76,0.030116359,0,0,0,HBACK,3,F,C,1,01101    0    0    0
2.27,0.153319644,0,0,0,SEDAN,1,M,C,5,01101    0    0    0
1,0.93908282,0,0,0,HBACK,3,F,A,3,01101    0    0    0
2.82,0.306639288,0,0,0,STNWG,3,F,F,2,01101    0    0    0
1.99,0.364134155,0,0,0,STNWG,3,M,A,4,01101    0    0    0
1.41,0.481861739,0,0,0,STNWG,3,M,C,2,01101    0    0    0
1.16,0.804928131,0,0,0,STNWG,4,F,D,1,01101    0    0    0
1.52,0.153319644,0,0,0,STNWG,4,M,B,2,01101    0    0    0
1.39,0.6954141,0,0,0,HBACK,1,M,A,5,01101    0    0    0
1.22,0.59137577,0,0,0,SEDAN,3,M,A,2,01101    0    0    0
0.4,0.030116359,0,0,0,HBACK,4,M,A,5,01101    0    0    0
1.1,0.407939767,0,0,0,STNWG,3,F,A,2,01101    0    0    0
0.87,0.602327173,1,1,3429.109993,HBACK,3,F,A,1,01101    0    0    0
3.19,0.999315537,0,0,0,HDTOP,3,F,C,4,01101    0    0    0
2.099,0.635181383,0,0,0,HBACK,1,F,E,3,01101    0    0    0
1.17,0.164271047,0,0,0,SEDAN,3,F,C,4,01101    0    0    0
1.34,0.073921971,0,0,0,HBACK,3,M,C,5,01101    0    0    0
2.91,0.689938398,0,0,0,STNWG,1,F,C,3,01101    0    0    0
0.51,0.676249144,0,0,0,HBACK,4,M,A,2,01101    0    0    0
1.7,0.292950034,0,0,0,UTE,4,F,E,3,01101    0    0    0
1.5,0.59137577,0,0,0,HBACK,2,F,A,3,01101    0    0    0
3,0.287474333,0,0,0,STNWG,3,M,F,3,01101    0    0    0
1.33,0.407939767,1,1,3518.269997,SEDAN,2,F,D,4,01101    0    0    0
2.74,0.060232717,0,0,0,STNWG,3,F,C,5,01101    0    0    0
2.29,0.490075291,0,0,0,SEDAN,1,F,F,2,01101    0    0    0
0.77,0.262833676,0,0,0,HBACK,3,F,C,5,01101    0    0    0
4.66,0.366872006,0,0,0,STNWG,1,M,A,5,01101    0    0    0
1.82,0.303901437,0,0,0,HBACK,2,F,A,2,01101    0    0    0
1.47,0.303901437,0,0,0,SEDAN,2,F,D,2,01101    0    0    0
5.67,0.366872006,0,0,0,STNWG,1,M,C,1,01101    0    0    0
3.39,0.292950034,0,0,0,SEDAN,1,M,D,3,01101    0    0    0
1.23,0.087611225,0,0,0,HBACK,2,M,B,2,01101    0    0    0
2.349,0.375085558,0,0,0,SEDAN,1,F,B,3,01101    0    0    0
1.32,0.6954141,0,0,0,STNWG,4,M,C,4,01101    0    0    0
1.349,0.632443532,1,2,3074.809998,HBACK,1,F,C,4,01101    0    0    0
2.58,0.999315537,0,0,0,HDTOP,1,F,B,3,01101    0    0    0
2.8,0.632443532,1,1,3336.689995,SEDAN,3,M,C,4,01101    0    0    0
1.83,0.750171116,0,0,0,SEDAN,3,F,C,6,01101    0    0    0
1.2,0.060232717,0,0,0,SEDAN,3,F,A,3,01101    0    0    0
1.3,0.6954141,0,0,0,HBACK,1,M,C,3,01101    0    0    0
1.43,0.128678987,0,0,0,STNWG,4,F,A,2,01101    0    0    0
3.55,0.090349076,0,0,0,UTE,2,M,A,2,01101    0    0    0
2.66,0.325804244,0,0,0,SEDAN,2,M,A,3,01101    0    0    0
2.598,0.306639288,0,0,0,SEDAN,1,F,D,2,01101    0    0    0
1.37,0.93908282,0,0,0,HBACK,1,F,B,3,01101    0    0    0
1.09,0.366872006,0,0,0,SEDAN,3,F,C,6,01101    0    0    0
4.84,0.676249144,0,0,0,STNWG,1,F,A,2,01101    0    0    0
2.47,0.325804244,0,0,0,SEDAN,1,M,C,3,01101    0    0    0
1.59,0.331279945,0,0,0,SEDAN,3,F,A,2,01101    0    0    0
0.46,0.6954141,0,0,0,SEDAN,4,M,A,2,01101    0    0    0
2.76,0.303901437,0,0,0,HDTOP,2,M,A,5,01101    0    0    0
2.42,0.676249144,0,0,0,SEDAN,1,M,C,6,01101    0    0    0
1.93,0.692676249,0,0,0,SEDAN,2,F,D,4,01101    0    0    0
0.88,0.6954141,0,0,0,UTE,4,M,A,4,01101    0    0    0
1.58,0.008213552,0,0,0,HBACK,3,F,D,3,01101    0    0    0
1.77,0.689938398,0,0,0,SEDAN,3,F,B,6,01101    0    0    0
5.33,0.6954141,0,0,0,STNWG,1,M,C,4,01101    0    0    0
0.72,0.041067762,0,0,0,HBACK,3,F,A,4,01101    0    0    0
2.51,0.303901437,0,0,0,SEDAN,1,M,C,3,01101    0    0    0
1.4,0.290212183,0,0,0,HBACK,1,F,A,6,01101    0    0    0
2.63,0.388774812,0,0,0,SEDAN,1,M,B,4,01101    0    0    0
4.23,0.646132786,0,0,0,STNWG,2,M,D,5,01101    0    0    0
2.88,0.93908282,0,0,0,HDTOP,2,M,C,2,01101    0    0    0
0.5,0.684462697,1,1,1446.129997,SEDAN,4,F,A,2,01101    0    0    0
0.82,0.6954141,0,0,0,HBACK,4,F,C,6,01101    0    0    0
1.26,0.052019165,1,1,389.9499998,HBACK,1,F,E,5,01101    0    0    0
0.92,0.303901437,0,0,0,HBACK,3,M,A,4,01101    0    0    0
4.84,0.281998631,0,0,0,STNWG,1,M,D,5,01101    0    0    0
1.63,0.6954141,0,0,0,STNWG,4,M,F,2,01101    0    0    0
0.7,0.484599589,0,0,0,HBACK,4,F,F,3,01101    0    0    0
2.68,0.692676249,0,0,0,STNWG,3,M,B,3,01101    0    0    0
2.53,0.6954141,1,1,703.2099991,UTE,3,M,D,4,01101    0    0    0
1.36,0.027378508,0,0,0,HBACK,2,F,C,2,01101    0    0    0
1.88,0.087611225,0,0,0,HDTOP,3,F,B,5,01101    0    0    0
1.02,0.643394935,0,0,0,HBACK,3,M,C,3,01101    0    0    0
1.7643,0.65982204,0,0,0,HBACK,1,F,C,2,01101    0    0    0
1.34,0.030116359,0,0,0,HBACK,1,F,C,3,01101    0    0    0
0.88,0.030116359,0,0,0,HBACK,3,F,C,2,01101    0    0    0
1.36,0.087611225,0,0,0,UTE,3,M,D,3,01101    0    0    0
1.28,0.481861739,0,0,0,HBACK,2,F,A,6,01101    0    0    0
2.12,0.052019165,0,0,0,HBACK,1,F,B,3,01101    0    0    0
5.699,0.635181383,0,0,0,SEDAN,1,F,A,3,01101    0    0    0
0.71,0.145106092,0,0,0,HBACK,3,F,C,3,01101    0    0    0
2.88,0.314852841,0,0,0,STNWG,3,F,C,2,01101    0    0    0
1.88,0.03559206,0,0,0,HBACK,1,F,B,5,01101    0    0    0
1.86,0.517453799,0,0,0,SEDAN,2,F,C,4,01101    0    0    0
0.45,0.481861739,0,0,0,SEDAN,4,F,A,3,01101    0    0    0
1.59,0.676249144,0,0,0,SEDAN,3,M,A,2,01101    0    0    0
1.5,0.030116359,0,0,0,STNWG,4,F,B,4,01101    0    0    0
3.16,0.676249144,0,0,0,STNWG,3,F,C,4,01101    0    0    0
1.5,0.060232717,0,0,0,STNWG,4,M,D,3,01101    0    0    0
1.35,0.481861739,0,0,0,SEDAN,3,M,C,1,01101    0    0    0
0.97,0.060232717,0,0,0,HBACK,2,M,A,2,01101    0    0    0
1.21,0.087611225,0,0,0,SEDAN,3,M,E,6,01101    0    0    0
1.4,0.030116359,0,0,0,STNWG,4,M,D,3,01101    0    0    0
1.13,0.41615332,0,0,0,SEDAN,3,F,C,4,01101    0    0    0
4.31,0.120465435,0,0,0,STNWG,1,M,E,3,01101    0    0    0
1.35,0.93908282,0,0,0,STNWG,4,M,C,1,01101    0    0    0
1.34,0.030116359,0,0,0,HBACK,1,M,A,3,01101    0    0    0
0.31,0.030116359,0,0,0,SEDAN,4,F,C,3,01101    0    0    0
1.75,0.060232717,0,0,0,STNWG,4,M,D,2,01101    0    0    0
0.41,0.31211499,0,0,0,HBACK,4,M,B,3,01101    0    0    0
0.67,0.692676249,0,0,0,SEDAN,4,M,C,3,01101    0    0    0
1.43,0.060232717,0,0,0,TRUCK,2,M,C,4,01101    0    0    0
2.51,0.648870637,0,0,0,STNWG,3,M,C,3,01101    0    0    0
2.42,0.676249144,0,0,0,SEDAN,1,F,C,4,01101    0    0    0
1.13,0.55578371,0,0,0,STNWG,4,M,B,3,01101    0    0    0
1.07,0.052019165,0,0,0,SEDAN,4,F,B,2,01101    0    0    0
2.8,0.481861739,0,0,0,STNWG,3,M,E,6,01101    0    0    0
2.96,0.93908282,0,0,0,UTE,2,M,E,4,01101    0    0    0
4.67,0.219028063,0,0,0,STNWG,1,F,A,4,01101    0    0    0
1.71,0.676249144,0,0,0,STNWG,4,M,D,2,01101    0    0    0
1.33,0.246406571,0,0,0,HBACK,2,F,C,1,01101    0    0    0
7.16,0.673511294,0,0,0,STNWG,1,M,C,5,01101    0    0    0
1.02,0.087611225,0,0,0,HBACK,3,F,C,5,01101    0    0    0
1.6143,0.676249144,0,0,0,HBACK,1,F,A,4,01101    0    0    0
0.74,0.673511294,0,0,0,HBACK,4,F,C,2,01101    0    0    0
2.41,0.030116359,0,0,0,SEDAN,1,F,B,3,01101    0    0    0
0.69,0.087611225,0,0,0,STNWG,4,F,C,3,01101    0    0    0
4.27,0.336755647,0,0,0,STNWG,2,M,E,3,01101    0    0    0
1.89,0.150581793,0,0,0,SEDAN,4,M,B,5,01101    0    0    0
3.85,0.027378508,0,0,0,SEDAN,2,F,A,3,01101    0    0    0
0.92,0.676249144,0,0,0,SEDAN,3,F,C,3,01101    0    0    0
1.43,0.692676249,1,1,200,UTE,3,M,C,1,01101    0    0    0
5.98,0.002737851,0,0,0,STNWG,1,M,B,4,01101    0    0    0
1.31,0.030116359,0,0,0,HDTOP,4,M,B,2,01101    0    0    0
2.3,0.673511294,0,0,0,SEDAN,2,F,C,4,01101    0    0    0
0.77,0.150581793,0,0,0,SEDAN,4,F,D,3,01101    0    0    0
0,0.676249144,0,0,0,BUS,4,M,F,1,01101    0    0    0
1.6,0.150581793,0,0,0,STNWG,2,F,D,4,01101    0    0    0
2.32,0.676249144,0,0,0,SEDAN,1,F,D,3,01101    0    0    0
0.87,0.060232717,0,0,0,HBACK,3,F,B,5,01101    0    0    0
0.54,0.087611225,0,0,0,HBACK,4,F,E,5,01101    0    0    0
1.54,0.52019165,0,0,0,HBACK,3,F,A,3,01101    0    0    0
2.91,0.147843943,0,0,0,BUS,2,M,C,4,01101    0    0    0
1.71,0.999315537,0,0,0,STNWG,4,F,F,6,01101    0    0    0
1.02,0.676249144,0,0,0,HBACK,3,M,A,2,01101    0    0    0
2.42,0.93908282,1,1,465,UTE,3,M,E,2,01101    0    0    0
1.83,0.213552361,0,0,0,STNWG,4,M,D,5,01101    0    0    0
1.17,0.941820671,0,0,0,HBACK,3,M,B,5,01101    0    0    0
0.91,0.676249144,0,0,0,HBACK,4,F,E,4,01101    0    0    0
1.16,0.999315537,0,0,0,STNWG,4,F,A,2,01101    0    0    0
1.38,0.93908282,0,0,0,SEDAN,3,F,C,2,01101    0    0    0
1.06,0.676249144,0,0,0,SEDAN,3,F,B,3,01101    0    0    0
1.86,0.054757016,0,0,0,STNWG,2,F,C,3,01101    0    0    0
3.7,0.150581793,0,0,0,STNWG,2,F,E,3,01101    0    0    0
0.84,0.854209446,0,0,0,HBACK,3,F,C,3,01101    0    0    0
1.37,0.999315537,0,0,0,HBACK,1,F,C,4,01101    0    0    0
1.46,0.030116359,0,0,0,HBACK,1,F,E,3,01101    0    0    0
1.98,0.030116359,0,0,0,HBACK,1,M,C,3,01101    0    0    0
1.549,0.728268309,0,0,0,HBACK,1,F,C,2,01101    0    0    0
3.51,0.725530459,1,1,353.77,UTE,1,M,B,6,01101    0    0    0
2.06,0.087611225,0,0,0,UTE,3,M,C,1,01101    0    0    0
1.5,0.030116359,1,1,532.75,SEDAN,2,F,C,3,01101    0    0    0
0.93,0.271047228,0,0,0,SEDAN,3,M,E,6,01101    0    0    0
1.21,0.722792608,0,0,0,SEDAN,3,F,D,5,01101    0    0    0
0.34,0.271047228,0,0,0,HBACK,4,M,A,6,01101    0    0    0
0.46,0.271047228,0,0,0,HBACK,4,F,B,6,01101    0    0    0
1.21,0.27652293,0,0,0,SEDAN,2,M,E,5,01101    0    0    0
3.67,0.060232717,0,0,0,SEDAN,1,F,C,3,01101    0    0    0
0.53,0.273785079,0,0,0,HBACK,4,F,A,6,01101    0    0    0
1.04,0.722792608,0,0,0,SEDAN,4,M,C,2,01101    0    0    0
0.93,0.725530459,0,0,0,SEDAN,4,M,A,2,01101    0    0    0
0.53,0.273785079,0,0,0,HBACK,4,F,A,6,01101    0    0    0
1.02,0.722792608,1,1,389.9499998,UTE,3,M,D,5,01101    0    0    0
0.35,0.271047228,0,0,0,SEDAN,4,F,A,5,01101    0    0    0
2.61,0.27652293,0,0,0,HBACK,2,M,E,4,01101    0    0    0
0.9,0.27652293,0,0,0,HBACK,4,F,C,6,01101    0    0    0
2,0.27652293,0,0,0,SEDAN,2,M,C,4,01101    0    0    0
1.11,0.27652293,0,0,0,HBACK,3,F,A,5,01101    0    0    0
1.48,0.635181383,0,0,0,HBACK,3,F,C,1,01101    0    0    0
1.43,0.722792608,0,0,0,SEDAN,3,F,E,4,01101    0    0    0
0.75,0.27652293,0,0,0,UTE,4,F,B,5,01101    0    0    0
1.75,0.27652293,0,0,0,HBACK,2,M,B,3,01101    0    0    0
1.65,0.27652293,0,0,0,MIBUS,4,M,B,3,01101    0    0    0
1.67,0.722792608,0,0,0,STNWG,2,F,B,5,01101    0    0    0
4.11,0.271047228,0,0,0,STNWG,2,F,E,5,01101    0    0    0
1.13,0.273785079,0,0,0,SEDAN,3,F,C,5,01101    0    0    0
1.77,0.728268309,0,0,0,SEDAN,2,M,C,3,01101    0    0    0
2.32,0.273785079,0,0,0,STNWG,3,M,F,3,01101    0    0    0
1.559,0.728268309,0,0,0,HBACK,1,M,B,4,01101    0    0    0
1,0.273785079,0,0,0,HBACK,3,F,A,4,01101    0    0    0
1.43,0.273785079,0,0,0,SEDAN,2,F,A,6,01101    0    0    0
1.999,0.123203285,0,0,0,TRUCK,1,M,A,4,01101    0    0    0
0.46,0.087611225,0,0,0,HBACK,4,F,D,2,01101    0    0    0
6.51,0.273785079,0,0,0,STNWG,1,M,D,3,01101    0    0    0
1.75,0.27652293,0,0,0,TRUCK,3,M,B,4,01101    0    0    0
3.47,0.060232717,0,0,0,TRUCK,2,M,D,4,01101    0    0    0
1.94,0.27652293,0,0,0,HDTOP,3,M,C,4,01101    0    0    0
2.54,0.271047228,0,0,0,STNWG,2,M,C,6,01101    0    0    0
1.3,0.273785079,0,0,0,SEDAN,3,F,C,4,01101    0    0    0
1.61,0.273785079,0,0,0,STNWG,4,M,E,4,01101    0    0    0
0.34,0.27652293,0,0,0,HBACK,4,F,C,6,01101    0    0    0
1.99,0.038329911,0,0,0,HBACK,1,F,B,6,01101    0    0    0
1.12,0.273785079,0,0,0,SEDAN,3,F,C,6,01101    0    0    0
2.78,0.273785079,0,0,0,STNWG,3,M,A,6,01101    0    0    0
1,0.27652293,0,0,0,HBACK,3,F,B,5,01101    0    0    0
0.37,0.271047228,1,1,1058.169998,SEDAN,4,M,C,4,01101    0    0    0
